Serial Number of system during year	Basin of origin	Name	Date (DD/MM/YYYY)	Time (UTC)	Latitude (lat.)	Longitude (lon.)	"CI No [or ""T. No""]"	"Estimated Central Pressure (hPa) [or ""E.C.P""]"	Maximum Sustained Surface Wind (kt) 	"Pressure Drop (hPa)[or ""delta P""]"	Grade (text)	Outermost closed isobar (hPa)	Diameter/Size of outermost closed isobar (in degree)
8_1996	BOB		04/11/1996	1800	16.0	87.5	1.5	1002	 25	3	D	    	
8_1996	BOB		05/11/1996	0000	16.0	87.0	1.5	1002	 25	3	D	    	
8_1996	BOB		05/11/1996	0300	16.0	86.5	2.0	1000	 30	4	DD	    	
8_1996	BOB		05/11/1996	0600	16.0	86.5	2.0	1000	 30	4	DD	    	
8_1996	BOB		05/11/1996	0900	16.0	86.0	2.5	 992	 35	6	CS	    	
8_1996	BOB		05/11/1996	1200	16.0	85.5	3.0	 992	 45	10	CS	    	
8_1996	BOB		05/11/1996	1800	16.0	85.0	3.0	 992	 45	10	CS	    	
8_1996	BOB		06/11/1996	0000	16.0	84.5	3.0	 992	 45	10	CS	    	
8_1996	BOB		06/11/1996	0300	16.1	83.8	3.5	 990	 55	16	SCS	    	
8_1996	BOB		06/11/1996	0600	16.2	83.5	4.0	 988	 65	20	VSCS	    	
8_1996	BOB		06/11/1996	0900	16.3	83.0	4.5	 988	 77	30	VSCS	    	
8_1996	BOB		06/11/1996	1200	16.4	82.6	4.5	 988	 77	30	VSCS	    	
8_1996	BOB		06/11/1996	1800	16.7	82.0	3.5	 990	 55	16	SCS	    	
8_1996	BOB		06/11/1996		CROSSED ABOUT 50 KM SOUTH OF KAKINADA AT 1600 UTC								
8_1996	BOB		07/11/1996	0000	16.8	81.0	-	999	35	7	CS	Over	land
8_1996	BOB		07/11/1996	0300	17.0	80.0	-	1001	30	5	DD	    	
8_1996	BOB		07/11/1996	0600	17.5	79.0	-	1003	25	3	D	    	
8_1996	BOB		07/11/1996	1200	WML			    	   			    	
9_1996	BOB		28/11/1996	0300	11.5	86.5	1.5	1004	 25	3	D	    	
9_1996	BOB		28/11/1996	0600	12.0	86.0	1.5	1004	 25	3	D	    	
9_1996	BOB		28/11/1996	1200	12.5	85.5	1.5	1004	 25	3	D	    	
9_1996	BOB		28/11/1996	1800	13.0	85.5	1.5	1004	 25	3	D	    	
9_1996	BOB		29/11/1996	0000	13.0	85.5	1.5	1004	 25	3	D	    	
9_1996	BOB		29/11/1996	0300	12.5	85.0	2.0	1002	 30	5	DD	    	
9_1996	BOB		29/11/1996	0600	13.0	85.5	2.0	1002	 30	5	DD	    	
9_1996	BOB		29/11/1996	1200	13.5	86.0	2.0	1002	 30	5	DD	    	
9_1996	BOB		29/11/1996	1800	14.0	87.0	2.0	1002	 30	5	DD	    	
9_1996	BOB		30/11/1996	0000	14.5	87.5	2.0	1002	 30	5	DD	    	
9_1996	BOB		30/11/1996	0300	14.5	87.5	2.0	1002	 30	5	DD	    	
9_1996	BOB		30/11/1996	0600	15.0	88.0	2.0	1002	 30	5	DD	    	
9_1996	BOB		30/11/1996	1200	15.5	88.5	1.5	1004	 25	3	D	    	
9_1996	BOB		30/11/1996	1800	15.0	89.0	1.5	1004	 25	3	D	    	
9_1996	BOB		01/12/1996	0000	14.5	89.0	1.5	1004	 25	3	D	    	
9_1996	BOB		01/12/1996	0300	14.5	89.0	1.5	1004	 25	3	D	    	
9_1996	BOB		01/12/1996	0600	14.5	88.5	1.5	1004	 25	3	D	    	
9_1996	BOB		01/12/1996	1200	14.5	88.5	2.0	1002	 30	5	DD	    	
9_1996	BOB		01/12/1996	1800	14.5	88.0	2.0	1002	 30	5	DD	    	
9_1996	BOB		02/12/1996	0000	14.0	87.0	2.5	 996	 35	7	CS	    	
9_1996	BOB		02/12/1996	0300	14.0	87.0	2.5	 996	 35	7	CS	    	
9_1996	BOB		02/12/1996	0600	14.0	87.0	2.5	 994	 35	7	CS	    	
9_1996	BOB		02/12/1996	1200	14.0	86.0	2.5	 994	 35	7	CS	    	
9_1996	BOB		02/12/1996	1800	14.0	85.5	2.5	 994	 35	8	CS	    	
9_1996	BOB		03/12/1996	0000	14.0	85.0	3.0	 994	 45	10	CS	    	
9_1996	BOB		03/12/1996	0300	14.0	84.5	3.5	 992	 55	16	SCS	    	
9_1996	BOB		03/12/1996	0600	14.3	84.0	3.5	 992	 55	16	SCS	    	
9_1996	BOB		03/12/1996	1200	14.5	83.5	4.0	 988	 65	20	VSCS	    	
9_1996	BOB		03/12/1996	1800	14.7	83.0	4.0	 986	 65	20	VSCS	    	
9_1996	BOB		04/12/1996	0000	14.7	83.0	4.0	 986	 65	20	VSCS	    	
9_1996	BOB		04/12/1996	0300	14.8	82.2	4.0	 986	 65	20	VSCS	    	
9_1996	BOB		04/12/1996	0600	15.1	82.0	4.0	 986	 65	20	VSCS	    	
9_1996	BOB		04/12/1996	1200	15.3	81.4	4.0	 984	 65	20	VSCS	    	
9_1996	BOB		04/12/1996	1800	15.5	81.4	4.0	 990	 65	20	VSCS	    	
9_1996	BOB		05/12/1996	0000	15.0	81.3	3.5	 992	 55	16	SCS	    	
9_1996	BOB		05/12/1996	0300	14.5	82.0	3.5	 994	 55	16	SCS	    	
9_1996	BOB		05/12/1996	0600	14.5	81.7	3.0	 994	 45	10	CS	    	
9_1996	BOB		05/12/1996	1200	14.3	81.7	3.0	 994	 45	10	CS	    	
9_1996	BOB		05/12/1996	1800	14.0	81.5	3.0	 994	 45	10	CS	    	
9_1996	BOB		06/12/1996	0000	13.7	81.2	3.0	 994	 45	10	CS	    	
9_1996	BOB		06/12/1996	0300	13.7	81.1	3.0	 994	 45	10	CS	    	
9_1996	BOB		06/12/1996	0600	13.5	80.7	3.0	 994	 45	10	CS	    	
9_1996	BOB		06/12/1996	1200	13.2	80.5	3.0	 994	45	10	CS	    	
9_1996	BOB		06/12/1996	1800	12.0	80.0	-	-	-	-	CS	Over	land
9_1996	BOB		07/12/1996		WML			    	   			    	
1_1997	BOB		15/05/1997	0600	 6.5	90.5	1.5	1000	 25	4.0	D	    	
1_1997	BOB		15/05/1997	0900	 7.0	90.5	1.5	1000	 25	4.0	D	    	
1_1997	BOB		15/05/1997	1200	 7.5	90.5	2.0	1000	 30	4.0	DD	    	
1_1997	BOB		15/05/1997	1800	 8.0	90.5	2.0	1002	 30	5.0	DD	    	
1_1997	BOB		16/05/1997	0000	 8.5	90.5	2.0	1002	 30	6.0	DD	    	
1_1997	BOB		16/05/1997	0300	 9.0	90.5	2.5	1001	 35	7.0	CS	    	
1_1997	BOB		16/05/1997	0600	 9.2	90.5	2.5	1001	 35	7.0	CS	    	
1_1997	BOB		16/05/1997	0900	 9.5	90.5	2.5	1001	 35	7.0	CS	    	
1_1997	BOB		16/05/1997	1200	10.0	91.0	2.5	 999	 35	7.0	CS	    	
1_1997	BOB		16/05/1997	1800	10.5	91.3	2.5	 999	 35	7.0	CS	    	
1_1997	BOB		17/05/1997	0000	11.0	91.4	2.5	 998	 35	8.0	CS	    	
1_1997	BOB		17/05/1997	0300	12.0	91.5	2.5	 998	 35	8.0	CS	    	
1_1997	BOB		17/05/1997	0600	13.0	91.5	3.0	 992	 45	12.0	CS	    	
1_1997	BOB		17/05/1997	0900	13.5	91.5	3.5	 986	 55	16.0	SCS	    	
1_1997	BOB		17/05/1997	1200	14.0	91.0	3.5	 986	 55	16.0	SCS	    	
1_1997	BOB		17/05/1997	1800	15.0	91.0	3.5	 986	 55	16.0	SCS	    	
1_1997	BOB		18/05/1997	0000	16.0	91.0	3.5	 986	 55	16.0	SCS	    	
1_1997	BOB		18/05/1997	0300	16.5	90.5	4.0	 980	 65	22.0	VSCS		
1_1997	BOB		18/05/1997	0600	17.0	90.5	4.0	 980	 65	22.0	VSCS	    	
1_1997	BOB		18/05/1997	0900	17.5	90.5	4.0	 980	 65	22.0	VSCS	    	
1_1997	BOB		18/05/1997	1200	18.0	90.5	4.0	 980	 65	22.0	VSCS	    	
1_1997	BOB		18/05/1997	1800	19.3	90.3	4.5	 974	 77	30.0	VSCS	    	
1_1997	BOB		19/05/1997	0000	20.0	90.8	5.0	 968	 90	42.0	ESCS	    	
1_1997	BOB		19/05/1997	0300	20.3	91.2	5.0	 964	 90	42.0	ESCS	    	
1_1997	BOB		19/05/1997	0600	20.3	91.3	5.0	 964	 90	42.0	ESCS	    	
1_1997	BOB		19/05/1997	0900	21.6	91.5	5.0	 964	 90	42.0	ESCS	    	
1_1997	BOB		19/05/1997	1200	22.1	91.8	5.0	 964	 90	42.0	ESCS	    	
1_1997	BOB		19/05/1997	1800	WML			    	   			    	
2_1997	BOB		26/06/1997	0300	21.0	89.5	1.5	 990	 25	4.0	D	    	
2_1997	BOB		26/06/1997	0600	21.0	89.0	1.5	 990	 25	4.0	D	    	
2_1997	BOB		26/06/1997	1200	21.5	88.5	2.0	 986	 30	5.0	DD	    	
2_1997	BOB		26/06/1997	1800	21.5	88.5	2.0	 986	 30	6.0	DD	    	
2_1997	BOB		27/06/1997	0000	22.0	88.0	2.0	 985	 30	6.0	DD	    	
2_1997	BOB		27/06/1997	0300	22.5	87.5	-	 985	 30	6.0	DD	Over	land
2_1997	BOB		27/06/1997	0600	22.5	87.0	-	 985	 30	6.0	DD	Over	land
2_1997	BOB		27/06/1997	1200	23.0	86.5	-	 985	 30	6.0	DD	Over	land
2_1997	BOB		27/06/1997	1800	23.0	86.0	-	 985	 30	6.0	DD	Over	land
2_1997	BOB		28/06/1997	0000	23.0	86.0	-	 985	 30	6.0	DD	Over	land
2_1997	BOB		28/06/1997	0300	23.5	86.0	-	 985	 30	6.0	DD	Over	land
2_1997	BOB		28/06/1997	0600	24.0	85.5	-	 985	 30	6.0	DD	Over	land
2_1997	BOB		28/06/1997	1200	24.0	86.0	-	 985	 30	6.0	DD	Over	land
2_1997	BOB		28/06/1997	1800	24.0	86.0	-	 985	 30	6.0	DD	Over	land
2_1997	BOB		29/06/1997	0000	24.5	85.5	-	 985	 30	6.0	DD	Over	land
2_1997	BOB		29/06/1997	0300	24.5	85.5	-	 985	 30	6.0	DD	Over	land
2_1997	BOB		29/06/1997	0600	25.0	85.5	-	 985	 30	6.0	DD	Over	land
2_1997	BOB		29/06/1997	1200	25.5	85.5	-	 985	 30	6.0	DD	Over	land
2_1997	BOB		29/06/1997	1800	26.0	85.0	-	987	25	4.0	D	Over	land
2_1997	BOB		30/06/1997	0000	WML			    	   				
3_1997	BOB		29/07/1997	0300	21.0	89.0	1.5	1006	 25	4.0	D	    	
3_1997	BOB		29/07/1997	0600	21.0	89.0	1.5	1006	 25	4.0	D	    	
3_1997	BOB		29/07/1997	1200	21.0	87.5	1.5	1006	 25	4.0	D	    	
3_1997	BOB		29/07/1997	1800	21.0	87.5	1.5	1006	 25	4.0	D	    	
3_1997	BOB		30/07/1997	0000	21.0	87.5	1.5	1004	 25	6.0	D	    	
3_1997	BOB		30/07/1997	0300	21.0	87.5	2.0	1002	 30	6.0	DD	    	
3_1997	BOB		30/07/1997	0600	21.0	87.0	2.0	1002	 30	6.0	DD	    	
3_1997	BOB		30/07/1997		CROSSED NEAR CHANDBALI AROUND 1000 UTC								
3_1997	BOB		30/07/1997	1200	21.5	86.5	-	1002	 30	6.0	DD	    	
3_1997	BOB		30/07/1997	1800	21.5	86.5	-	1002	 30	6.0	DD	    	
3_1997	BOB		31/07/1997	0000	21.5	86.5	-	1002	 30	6.0	DD	    	
3_1997	BOB		31/07/1997	0300	22.0	86.0	-	1002	 30	6.0	DD	    	
3_1997	BOB		31/07/1997	0600	22.0	86.0	-	1002	 30	6.0	DD	    	
3_1997	BOB		31/07/1997	1200	22.5	85.0	-	1002	 30	6.0	DD	    	
3_1997	BOB		31/07/1997	1800	23.0	83.0	-	1002	 30	6.0	DD	    	
3_1997	BOB		01/08/1997	0000	24.0	82.0	-	1002	 30	6.0	DD	    	
3_1997	BOB		01/08/1997	0300	24.5	80.5	-	1002	 30	6.0	DD	    	
3_1997	BOB		01/08/1997	0600	25.0	79.0	-	1002	 30	6.0	DD	    	
3_1997	BOB		01/08/1997	1200	26.0	78.5	-	1002	 30	6.0	DD	    	
3_1997	BOB		02/08/1997	0000	26.5	78.0	-	1002	 30	6.0	DD	    	
3_1997	BOB		02/08/1997	0300	27.5	77.5	-	1002	 30	6.0	DD	    	
3_1997	BOB		02/08/1997	0600	28.0	77.0	-	1004	25	4.0	D	    	
3_1997	BOB		02/08/1997	0900	WML			    	   			    	
4_1997	BOB		04/08/1997	0600	20.0	91.0	1.5	 988	 25	4.0	D	    	
4_1997	BOB		04/08/1997	0900	21.5	90.0	1.5	 990	 25	4.0	D	    	
4_1997	BOB		04/08/1997	1200	21.0	89.5	1.5	 990	 25	4.0	D	    	
4_1997	BOB		04/08/1997	1800	21.5	89.5	1.5	 990	 25	4.0	D	    	
4_1997	BOB		05/08/1997	0000	21.5	89.0	1.5	 988	 25	5.0	D	    	
4_1997	BOB		05/08/1997	0300	22.0	88.0	2.0	986	 30	6.0	DD	    	
4_1997	BOB		05/08/1997		CROSSED WEST BENGAL COAST NEAR SAGAR ISLAND  AROUND 0600 UTC								
4_1997	BOB		05/08/1997	0600	22.5	88.0		986	 30	6.0	DD	    	
4_1997	BOB		05/08/1997	0900	22.5	88.0	-	986	 30	6.0	DD	Over	land
4_1997	BOB		05/08/1997	1200	22.5	87.5	-	986	 30	6.0	DD	Over	land
4_1997	BOB		05/08/1997	1800	23.0	85.0	-	986	 30	6.0	DD	Over	land
4_1997	BOB		06/08/1997	0000	23.5	84.0	-	986	 30	6.0	DD	Over	land
4_1997	BOB		06/08/1997	0300	23.5	83.8	-	986	 30	6.0	DD	Over	land
4_1997	BOB		06/08/1997	0600	24.0	83.0	-	986	 30	6.0	DD	Over	land
4_1997	BOB		06/08/1997	0900	24.0	82.5	-	986	 30	6.0	DD	Over	land
4_1997	BOB		06/08/1997	1200	24.0	82.0	-	986	 30	6.0	DD	Over	land
4_1997	BOB		06/08/1997	1800	24.0	81.5	-	986	 30	6.0	DD	Over	land
4_1997	BOB		07/08/1997	0000	24.0	81.5	-	986	 30	6.0	DD	Over	land
4_1997	BOB		07/08/1997	0300	25.5	78.5	-	986	 30	6.0	DD	Over	land
4_1997	BOB		07/08/1997	0600	25.0	78.5	-	988	25	4.0	D	Over	land
4_1997	BOB		07/08/1997	0900	25.5	76.5	-	988	25	4.0	D	Over	land
4_1997	BOB		07/08/1997	1200	26.0	76.0	-	990	20	3.0	D	Over	land
4_1997	BOB		07/08/1997	1800	26.5	74.0	-	990	20	3.0	D	Over	land
4_1997	BOB		08/08/1997	0000	WML			    	   			    	
5_1997	BOB		20/08/1997	0300	20.5	87.5	1.5	 992	 25	4.0	D	    	
5_1997	BOB		20/08/1997	0600	20.5	87.0	2.0	 990	 30	6.0	DD	    	
5_1997	BOB		20/08/1997		CROSSED  ORISSA COAST NEAR CHANDBALI AROUND 0800 UTC								
5_1997	BOB		20/08/1997	1200	20.5	86.5	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		20/08/1997	1800	21.0	85.5	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		21/08/1997	0000	21.0	85.0	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		21/08/1997	0300	21.0	84.5	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		21/08/1997	0600	21.0	84.0	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		21/08/1997	1200	21.0	83.0	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		21/08/1997	1800	21.5	82.0	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		22/08/1997	0000	21.5	81.0	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		22/08/1997	0300	21.5	81.0	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		22/08/1997	0600	21.5	80.5	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		22/08/1997	1200	22.0	79.5	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		22/08/1997	1800	22.5	79.0	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		23/08/1997	0000	23.0	78.5	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		23/08/1997	0300	23.0	78.0	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		23/08/1997	0600	23.0	77.5	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		23/08/1997	1200	23.5	77.0	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		23/08/1997	1800	24.0	77.0	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		24/08/1997	0000	24.5	77.0	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		24/08/1997	0300	24.5	76.5	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		24/08/1997	0600	24.5	76.5	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		24/08/1997	1200	25.0	76.0	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		24/08/1997	1800	25.5	75.5	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		25/08/1997	0000	26.0	75.0	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		25/08/1997	0300	26.0	75.0	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		25/08/1997	0600	26.0	75.0	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		25/08/1997	1200	26.5	74.5	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		25/08/1997	1800	27.0	74.5	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		26/08/1997	0000	27.0	74.0	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		26/08/1997	0300	27.0	74.0	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		26/08/1997	0600	27.0	74.0	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		26/08/1997	1200	27.5	74.0	-	 990	 30	6.0	DD	Over	land
5_1997	BOB		26/08/1997	1800	29.0	74.0	-	992	25	4.0	D	Over	land
5_1997	BOB		27/08/1997	0300	31.0	74.0	-	992	25	4.0	D	Over	land
5_1997	BOB		27/08/1997	0600	31.0	74.0	-	994	20	3.0	D	Over	land
5_1997	BOB		27/08/1997	1200				    	   			    	
5_1997	BOB		27/08/1997		WML OVER PUNJAB AND ADJOINING PAKISTAN								
6_1997	BOB		28/08/1997	0300	19.5	87.0	1.5	 994	 25	4.0	D	    	
6_1997	BOB		28/08/1997	0600	19.5	86.0	1.5	 994	 25	4.0	D	    	
6_1997	BOB		28/08/1997		CROSSED ORISSA COAST AROUND 0600 UTC OF 28TH AUGUST								
6_1997	BOB		28/08/1997	0900	20.5	85.5	-	 994	 25	4.0	D	    	
6_1997	BOB		28/08/1997	1200	21.5	85.0	-	 994	 25	4.0	D	Over	land
6_1997	BOB		28/08/1997	1800	22.0	84.5	-	 994	 25	4.0	D	Over	land
6_1997	BOB		29/08/1997	0000	22.5	84.5	-	 994	 25	4.0	D	Over	land
6_1997	BOB		29/08/1997	0300	23.0	84.0	-	 994	 25	4.0	D	Over	land
6_1997	BOB		29/08/1997	0900	23.0	84.0	-	 994	 25	4.0	D	Over	land
6_1997	BOB		29/08/1997	1200	23.5	84.0	-	 994	 25	4.0	D	Over	land
6_1997	BOB		29/08/1997	1800	23.5	84.0	-	 994	 25	4.0	D	Over	land
6_1997	BOB		30/08/1997	0000	24.0	83.0	-	 994	 25	4.0	D	Over	land
6_1997	BOB		30/08/1997	0300	24.0	83.5	-	 994	 25	4.0	D	Over	land
6_1997	BOB		30/08/1997	0600	24.0	83.5	-	 994	 25	4.0	D	Over	land
6_1997	BOB		30/08/1997	1200	WML OVER EAST UP AND ADJ BIHAR							    	
7_1997	BOB		23/09/1997	0300	15.5	82.5	1.5	1000	 25	6.0	D	    	
7_1997	BOB		23/09/1997	0600	16.0	82.5	1.5	1000	 25	6.0	D	    	
7_1997	BOB		23/09/1997	0900	16.0	82.5	1.5	1000	 25	6.0	D	    	
7_1997	BOB		23/09/1997	1200	16.0	82.5	2.0	 998	 30	6.0	DD	    	
7_1997	BOB		23/09/1997	1800	16.0	82.5	2.0	 998	 30	6.0	DD	    	
7_1997	BOB		24/09/1997	0000	16.5	82.5	2.0	 998	 30	6.0	DD	    	
7_1997	BOB		24/09/1997	0300	16.5	82.5	2.0	 998	 30	6.0	DD	    	
7_1997	BOB		24/09/1997	0600	16.5	82.5	2.0	 998	 30	6.0	DD	    	
7_1997	BOB		24/09/1997	0900	16.5	82.7	2.5	 996	 35	8.0	CS	    	
7_1997	BOB		24/09/1997	1200	16.7	82.9	2.5	 996	 35	8.0	CS	    	
7_1997	BOB		24/09/1997	1800	16.7	82.9	2.5	 996	 35	8.0	CS	    	
7_1997	BOB		25/09/1997	0000	17.3	83.6	2.5	 994	 35	8.0	CS	    	
7_1997	BOB		25/09/1997	0300	17.3	83.7	2.5	 994	 35	8.0	CS	    	
7_1997	BOB		25/09/1997	0600	17.7	84.0	2.5	 994	 35	8.0	CS	    	
7_1997	BOB		25/09/1997	0900	18.0	84.5	2.5	 994	 35	8.0	CS	    	
7_1997	BOB		25/09/1997	1200	18.0	85.0	2.5	 994	 35	8.0	CS	    	
7_1997	BOB		25/09/1997	1800	19.5	87.0	2.5	 994	 35	8.0	CS	    	
7_1997	BOB		26/09/1997	0000	19.5	87.5	2.5	 994	 35	8.0	CS	    	
7_1997	BOB		26/09/1997	0300	20.0	87.5	2.5	 994	 35	8.0	CS	    	
7_1997	BOB		26/09/1997	0600	20.5	88.5	2.5	 992	 40	8.0	CS	    	
7_1997	BOB		26/09/1997	0900	21.0	88.5	3.0	 990	 45	10.0	CS	    	
7_1997	BOB		26/09/1997	1200	21.5	89.5	3.0	 988	 45	12.0	CS	    	
7_1997	BOB		26/09/1997	1800	22.0	91.0	3.5	 984	 55	16.0	SCS	    	
7_1997	BOB		27/09/1997	0000	23.0	91.5	-	990	45	10.0	CS	Over	land
7_1997	BOB		27/09/1997	0300	23.5	92.5	-	993	35	7.0	CS	Over	land
7_1997	BOB		27/09/1997	0600	24.0	92.5	-	995	30	5.0	DD	Over	land
7_1997	BOB		27/09/1997	1200	24.0	93.0	-	997	25	3.0	D	    	
7_1997	BOB		27/09/1997		OVER LAND LOW PRESSURE AREA OVER NORTH EASTERN STATE AND MOVE IN EASTERLY DIRECTION								
8_1997	BOB		04/11/1997	0300	12.5	98.0	2.5	1006	 35	8.0	CS	    	
8_1997	BOB		04/11/1997	0600	13.0	97.2	2.5	1006	 35	8.0	CS	    	
8_1997	BOB		04/11/1997	0900	13.0	97.0	2.5	1004	 35	8.0	CS	    	
8_1997	BOB		04/11/1997	1200	13.5	96.5	2.5	1004	 35	8.0	CS	    	
8_1997	BOB		04/11/1997	1800	14.0	96.0	2.5	1004	 35	8.0	CS	    	
8_1997	BOB		05/11/1997	0000	14.0	95.0	2.5	1004	 35	8.0	CS	    	
8_1997	BOB		05/11/1997	0300	14.0	95.0	2.5	1004	 35	8.0	CS	    	
8_1997	BOB		05/11/1997	0600	14.0	95.0	2.5	1004	 35	8.0	CS	    	
8_1997	BOB		05/11/1997	1200	14.5	94.0	2.5	1004	 35	8.0	CS	    	
8_1997	BOB		05/11/1997	1800	14.5	94.0	2.5	1004	 35	8.0	CS	    	
8_1997	BOB		06/11/1997	0000	14.5	93.5	2.5	1004	 35	8.0	CS	    	
8_1997	BOB		06/11/1997	0300	15.0	93.5	2.5	1004	 35	8.0	CS	    	
8_1997	BOB		06/11/1997	0600	15.0	93.0	2.5	1004	 35	8.0	CS	    	
8_1997	BOB		06/11/1997	0900	15.0	92.0	2.5	1004	 35	8.0	CS	    	
8_1997	BOB		06/11/1997	1200	15.0	92.0	2.5	1004	 35	8.0	CS	    	
8_1997	BOB		06/11/1997	1800	15.2	92.2	2.5	1004	 35	8.0	CS	    	
8_1997	BOB		07/11/1997	0000	15.5	92.2	2.5	1004	 35	8.0	CS	    	
8_1997	BOB		07/11/1997	0300	15.5	91.5	2.5	1004	 35	8.0	CS	    	
8_1997	BOB		07/11/1997	0600	15.5	91.5	2.5	1004	 35	8.0	CS	    	
8_1997	BOB		07/11/1997	0900	15.5	91.5	2.5	1004	 35	8.0	CS	    	
8_1997	BOB		07/11/1997	1200	15.5	91.5	2.5	1004	 35	8.0	CS	    	
8_1997	BOB		07/11/1997	1800	15.5	91.5	2.5	1004	 35	8.0	CS	    	
8_1997	BOB		08/11/1997	0000	15.5	91.5	2.5	1004	 35	8.0	CS	    	
8_1997	BOB		08/11/1997	0300	15.5	91.0	2.5	1006	 35	8.0	CS	    	
8_1997	BOB		08/11/1997	0600	15.5	90.5	2.5	1006	 35	8.0	CS	    	
8_1997	BOB		08/11/1997	0900	15.5	90.5	2.5	1006	 35	7.0	CS	    	
8_1997	BOB		08/11/1997	1200	15.5	90.5	2.5	1005	 35	7.0	CS	    	
8_1997	BOB		08/11/1997	1800	15.5	90.5	2.5	1005	 35	7.0	CS	    	
8_1997	BOB		09/11/1997	0000	15.5	90.5	2.5	1005	 35	5.0	CS	    	
8_1997	BOB		09/11/1997	0300	15.5	90.0	2.0	1007	 30	5.0	DD	    	
8_1997	BOB		09/11/1997	0600	15.5	90.0	2.0	1007	 30	5.0	DD		
8_1997	BOB		09/11/1997	0900	15.5	90.0	1.5	1007	 30	5.0	D		
8_1997	BOB		09/11/1997	1200	WEAKENED RAPIDLY INTO A WML OVER THE SEA								
9_1997	ARB		10/11/1997	1800	11.0	69.0	1.5	1006	 25	4.0	D		
9_1997	ARB		11/11/1997	0000	11.0	69.0	1.5	1007	 25	5.0	D		
9_1997	ARB		11/11/1997	0300	11.5	68.0	2.0	1007	 30	5.0	DD		
9_1997	ARB		11/11/1997	0600	12.0	66.0	2.0	1007	 30	5.0	DD		
9_1997	ARB		11/11/1997	1200	13.0	65.5	2.0	1005	 30	5.0	DD		
9_1997	ARB		11/11/1997	1800	13.0	65.5	2.0	1005	 30	5.0	DD		
9_1997	ARB		12/11/1997	0000	13.0	65.5	2.0	1005	 30	5.0	DD		
9_1997	ARB		12/11/1997	0300	13.5	66.0	2.0	1005	 30	5.0	DD		
9_1997	ARB		12/11/1997	0600	14.0	66.5	2.0	1005	 30	5.0	DD		
9_1997	ARB		12/11/1997	1200	14.0	64.5	2.0	1005	 30	5.0	DD		
9_1997	ARB		12/11/1997	1800	14.5	64.5	2.0	1005	 30	5.0	DD		
9_1997	ARB		13/11/1997	0000	14.5	63.5	2.0	1005	 30	5.0	DD		
9_1997	ARB		13/11/1997	0300	14.5	63.5	2.0	1005	 30	5.0	DD		
9_1997	ARB		13/11/1997	0600	14.5	63.0	2.0	1005	 30	5.0	DD		
9_1997	ARB		13/11/1997	0900	15.0	63.0	1.5	1006	 25	4.0	D		
9_1997	ARB		13/11/1997		WEAKEND INTO WML OVER SAME AREA								
1_1998	BOB		17/05/1998	1200	14.5	88.0	1.5	 998	 25	 4	D	    	
1_1998	BOB		17/05/1998	1800	15.0	88.5	1.5	 998	 25	 4	D	    	
1_1998	BOB		18/05/1998	0000	15.0	88.5	1.5	 998	 25	 4	D	    	
1_1998	BOB		18/05/1998	0300	15.5	88.5	1.5	 998	 25	 4	D	    	
1_1998	BOB		18/05/1998	0600	16.0	88.5	2.0	 996	 30	 6	DD	    	
1_1998	BOB		18/05/1998	0900	16.5	89.0	2.5	 992	 35	 8	CS	    	
1_1998	BOB		18/05/1998	1200	17.0	89.5	2.5	 994	 35	 8	CS	    	
1_1998	BOB		18/05/1998	1800	18.0	89.5	2.5	 994	 35	 8	CS	    	
1_1998	BOB		19/05/1998	0000	19.0	90.0	3.0	 990	 35	10	CS	    	
1_1998	BOB		19/05/1998	0300	19.5	90.5	3.0	 990	 35	10	CS	    	
1_1998	BOB		19/05/1998	0600	20.0	90.5	3.5	 986	 55	14	SCS	    	
1_1998	BOB		19/05/1998	1200	20.5	90.5	3.5	 976	 55	14	SCS	    	
